district,soiltype,season,avgrainfall_mm,avgtemp_c,avghumidity_%,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,Crop
Hingoli,Black,Rabi,1381,23,73,7,293,29,205,Soybean
Jalgaon,Black,Kharif,1752,27,73,8,257,23,152,Cotton
Washim,Laterite,Rabi,822,27,64,6,281,20,196,Sugarcane
Yavatmal,Alluvial,Zaid,853,28,37,7,290,28,208,Sugarcane
Amravati,Black,Zaid,875,26,98,7,311,19,188,Wheat
Wardha,Red,Zaid,778,28,53,8,201,28,215,Cotton
Latur,Sandy,Kharif,1137,26,81,7,256,32,251,Sugarcane
Ratnagiri,Alluvial,Zaid,994,27,57,7,320,24,166,Wheat
Palghar,Black,Rabi,969,33,62,7,335,45,237,Tur
Dhule,Laterite,Rabi,1348,17,62,7,304,21,206,Soybean
Washim,Laterite,Zaid,1288,31,66,7,272,19,176,Sugarcane
Ahmednagar,Red,Zaid,950,26,45,7,261,24,280,Wheat
Kolhapur,Sandy,Kharif,831,30,66,6,319,29,186,Maize
Satara,Alluvial,Rabi,801,18,69,7,305,29,243,Cotton
Nanded,Black,Rabi,1040,33,47,8,283,16,192,Tur
Aurangabad,Black,Zaid,594,22,54,7,285,21,270,Sugarcane
Washim,Alluvial,Kharif,963,26,47,6,332,25,228,Maize
Jalna,Black,Kharif,972,21,50,7,396,13,198,Sugarcane
Wardha,Alluvial,Kharif,588,23,50,7,325,27,183,Wheat
Mumbai City,Laterite,Kharif,958,25,66,7,245,22,247,Wheat
Nagpur,Sandy,Kharif,879,31,38,7,331,30,178,Soybean
Ahmednagar,Red,Zaid,639,30,72,7,305,10,161,Sugarcane
Bhandara,Red,Rabi,1043,28,83,7,249,35,261,Maize
Thane,Laterite,Zaid,772,31,51,5,162,6,294,Sugarcane
Mumbai City,Red,Kharif,854,24,68,7,190,32,203,Maize
Pune,Laterite,Rabi,807,33,79,7,230,14,197,Soybean
Bhandara,Laterite,Zaid,606,25,66,7,277,21,264,Sugarcane
Pune,Black,Zaid,1111,28,69,8,353,37,232,Sugarcane
Kolhapur,Sandy,Zaid,482,31,90,8,278,27,182,Cotton
Aurangabad,Alluvial,Rabi,1025,30,88,7,328,24,274,Rice
Jalgaon,Laterite,Kharif,1630,25,57,7,284,21,261,Maize
Thane,Sandy,Zaid,626,22,55,7,272,36,147,Maize
Nanded,Alluvial,Kharif,836,26,72,6,269,15,205,Wheat
Amravati,Laterite,Kharif,571,22,52,6,305,27,289,Cotton
Nanded,Sandy,Zaid,340,28,82,7,281,43,291,Tur
Satara,Sandy,Zaid,1331,21,59,7,319,29,361,Maize
Mumbai Suburban,Laterite,Kharif,785,37,72,8,294,17,226,Wheat
Amravati,Alluvial,Zaid,1207,26,61,7,329,21,259,Soybean
Bhandara,Alluvial,Zaid,590,26,58,7,232,37,232,Soybean
Aurangabad,Laterite,Rabi,991,30,76,7,278,24,295,Rice
Sangli,Laterite,Rabi,1374,30,54,7,284,23,265,Wheat
Yavatmal,Alluvial,Kharif,783,29,64,7,277,16,180,Wheat
Pune,Red,Kharif,1273,23,50,7,305,14,144,Sugarcane
Satara,Laterite,Rabi,987,22,85,7,247,31,242,Cotton
Kolhapur,Laterite,Kharif,355,27,44,7,337,18,242,Soybean
Osmanabad,Black,Zaid,683,34,46,7,217,27,248,Soybean
Akola,Red,Rabi,1517,28,51,7,263,25,190,Maize
Osmanabad,Laterite,Rabi,812,22,48,6,272,15,276,Maize
Sangli,Black,Kharif,1204,31,63,7,237,33,296,Cotton
Jalgaon,Red,Kharif,833,25,59,6,248,19,210,Sugarcane
Nashik,Black,Kharif,1380,35,64,6,245,22,199,Wheat
Thane,Black,Rabi,1473,34,55,8,285,24,215,Sugarcane
Buldhana,Black,Rabi,1014,25,94,7,207,29,263,Wheat
Ahmednagar,Red,Zaid,894,24,50,8,209,14,242,Cotton
Sangli,Sandy,Kharif,804,26,63,7,206,27,205,Sugarcane
Nandurbar,Alluvial,Kharif,1248,27,60,6,323,22,288,Tur
Mumbai Suburban,Alluvial,Rabi,1348,27,71,8,282,22,171,Rice
Gondia,Red,Kharif,1075,24,64,7,212,19,196,Wheat
Aurangabad,Laterite,Kharif,321,21,37,7,228,16,190,Sugarcane
Ratnagiri,Laterite,Kharif,1146,23,70,8,382,14,229,Sugarcane
Yavatmal,Laterite,Kharif,533,23,59,7,372,32,271,Wheat
Sangli,Red,Rabi,913,28,47,7,286,11,258,Sugarcane
Nashik,Black,Kharif,1452,29,69,8,267,20,167,Wheat
Mumbai Suburban,Laterite,Kharif,1452,31,45,8,274,31,171,Tur
Solapur,Black,Kharif,1169,36,69,7,230,29,205,Sugarcane
Jalna,Black,Zaid,-33,25,49,8,298,36,249,Wheat
Ahmednagar,Alluvial,Rabi,1029,19,78,6,319,18,341,Wheat
Mumbai City,Laterite,Kharif,1102,19,73,6,371,7,192,Wheat
Jalgaon,Red,Kharif,937,29,75,6,342,25,311,Sugarcane
Raigad,Red,Rabi,1335,25,52,7,253,21,194,Tur
Nashik,Laterite,Zaid,434,23,89,7,287,12,205,Sugarcane
Latur,Alluvial,Rabi,1230,35,78,8,352,19,206,Wheat
Nanded,Alluvial,Rabi,956,33,57,7,281,27,250,Soybean
Jalgaon,Alluvial,Kharif,1041,37,52,7,354,42,248,Soybean
Hingoli,Black,Zaid,1126,35,40,7,240,25,292,Soybean
Aurangabad,Alluvial,Kharif,1168,26,71,6,211,25,229,Soybean
Nagpur,Alluvial,Rabi,1046,31,91,7,317,21,289,Soybean
Palghar,Sandy,Zaid,1464,19,56,7,295,32,167,Wheat
Solapur,Sandy,Rabi,1021,28,89,7,303,27,212,Rice
Ahmednagar,Alluvial,Kharif,998,29,49,7,232,26,193,Tur
Parbhani,Alluvial,Zaid,961,30,26,6,261,21,204,Tur
Akola,Sandy,Rabi,981,19,84,8,297,6,210,Soybean
Beed,Red,Kharif,965,25,61,8,201,40,275,Wheat
Bhandara,Laterite,Kharif,889,21,74,7,288,23,170,Wheat
Latur,Red,Zaid,1088,29,52,6,393,30,252,Rice
Bhandara,Black,Zaid,1028,32,70,7,301,18,124,Wheat
Palghar,Laterite,Kharif,964,24,66,7,205,32,280,Wheat
Latur,Alluvial,Rabi,711,30,97,8,314,25,367,Wheat
Chandrapur,Black,Kharif,902,37,71,7,223,15,206,Wheat
Hingoli,Red,Kharif,716,31,52,7,295,27,232,Wheat
Nandurbar,Sandy,Rabi,1580,35,72,7,285,35,263,Cotton
Akola,Alluvial,Zaid,1177,23,80,6,309,29,176,Maize
Bhandara,Black,Rabi,710,31,74,7,264,26,286,Sugarcane
Osmanabad,Laterite,Rabi,1329,16,69,7,331,12,268,Tur
Dhule,Sandy,Kharif,670,22,30,6,234,24,267,Maize
Jalgaon,Alluvial,Zaid,738,33,49,7,302,24,260,Soybean
Buldhana,Black,Kharif,758,26,71,8,222,43,231,Cotton
Parbhani,Sandy,Rabi,681,29,46,7,267,26,221,Cotton
Beed,Laterite,Zaid,530,22,53,7,310,22,215,Soybean
Buldhana,Laterite,Zaid,530,32,51,7,202,23,154,Cotton
Palghar,Laterite,Zaid,611,23,67,7,320,20,231,Rice
Satara,Red,Zaid,501,25,78,8,270,25,188,Sugarcane
Gadchiroli,Sandy,Kharif,1310,30,45,8,210,27,238,Cotton
Dhule,Black,Kharif,1571,27,81,8,244,13,140,Cotton
Latur,Alluvial,Kharif,413,28,82,6,305,27,269,Wheat
Latur,Alluvial,Kharif,654,29,57,7,241,28,263,Rice
Nanded,Sandy,Kharif,1195,24,84,7,350,28,263,Tur
Pune,Sandy,Rabi,1244,32,84,7,250,27,216,Tur
Jalgaon,Black,Rabi,1311,27,73,8,307,26,250,Maize
Pune,Alluvial,Rabi,958,30,61,8,260,44,275,Cotton
Washim,Black,Zaid,1015,31,46,7,293,30,222,Maize
Mumbai Suburban,Alluvial,Zaid,1228,33,95,6,297,24,197,Tur
Nanded,Sandy,Rabi,1319,24,47,6,235,14,221,Cotton
Dhule,Laterite,Zaid,1244,36,66,7,336,20,226,Cotton
Gondia,Red,Kharif,1355,23,56,8,204,34,218,Rice
Gadchiroli,Alluvial,Zaid,1046,30,65,7,198,26,234,Soybean
Buldhana,Black,Kharif,1328,24,49,8,295,36,232,Soybean
Amravati,Sandy,Kharif,800,26,54,7,196,25,178,Rice
Washim,Laterite,Rabi,1430,26,79,6,301,17,252,Cotton
Sindhudurg,Laterite,Kharif,837,25,78,7,211,22,216,Sugarcane
Mumbai Suburban,Red,Kharif,1399,33,51,7,232,25,225,Cotton
Dhule,Red,Rabi,1392,30,48,7,277,25,180,Maize
Jalgaon,Alluvial,Kharif,406,24,43,7,259,29,231,Sugarcane
Parbhani,Black,Zaid,302,30,66,7,277,24,261,Maize
Latur,Black,Zaid,1070,24,49,8,207,34,274,Maize
Latur,Black,Kharif,1647,21,37,7,267,35,310,Maize
Wardha,Sandy,Rabi,1070,30,76,8,221,15,193,Sugarcane
Amravati,Sandy,Rabi,674,32,46,8,239,32,150,Maize
Mumbai City,Black,Kharif,962,36,45,8,286,20,272,Wheat
Nanded,Red,Zaid,1394,28,49,7,328,45,293,Maize
Satara,Black,Kharif,847,35,63,8,240,24,266,Maize
Bhandara,Red,Zaid,886,27,56,7,312,11,275,Maize
Buldhana,Black,Zaid,1100,30,76,7,181,17,192,Soybean
Pune,Alluvial,Kharif,1087,30,41,7,257,30,226,Wheat
Chandrapur,Black,Kharif,967,30,71,7,286,32,243,Rice
Sangli,Laterite,Kharif,716,31,43,7,294,41,309,Sugarcane
Nagpur,Laterite,Rabi,693,28,79,7,273,34,210,Rice
Thane,Alluvial,Rabi,1059,31,64,6,202,24,270,Rice
Aurangabad,Sandy,Zaid,1301,24,55,7,255,19,195,Cotton
Chandrapur,Sandy,Kharif,608,22,50,7,284,21,194,Rice
Nanded,Laterite,Zaid,234,28,77,7,237,8,262,Wheat
Mumbai Suburban,Laterite,Zaid,704,35,57,7,273,18,218,Cotton
Chandrapur,Laterite,Kharif,989,30,60,7,353,13,213,Sugarcane
Latur,Red,Rabi,734,30,47,6,210,33,225,Soybean
Parbhani,Black,Kharif,695,32,74,7,284,10,134,Cotton
Gondia,Sandy,Zaid,1145,29,52,8,301,30,296,Sugarcane
Solapur,Laterite,Zaid,1173,27,57,6,371,35,222,Cotton
Latur,Laterite,Kharif,788,26,61,7,316,20,247,Sugarcane
Sindhudurg,Red,Zaid,733,34,88,6,252,24,265,Rice
Satara,Sandy,Kharif,905,31,72,8,233,35,273,Wheat
Akola,Alluvial,Zaid,907,31,63,6,289,19,122,Cotton
Amravati,Alluvial,Kharif,1262,23,52,6,275,36,166,Sugarcane
Gadchiroli,Sandy,Kharif,1037,21,54,8,370,21,245,Wheat
Thane,Laterite,Zaid,353,33,68,7,135,20,244,Sugarcane
Pune,Sandy,Kharif,1372,30,53,8,287,35,266,Tur
Nashik,Red,Zaid,822,20,59,8,330,24,246,Cotton
Beed,Black,Kharif,942,32,52,8,280,31,260,Sugarcane
Osmanabad,Black,Zaid,911,36,59,6,255,20,220,Sugarcane
Solapur,Black,Rabi,1193,31,42,7,306,36,225,Tur
Akola,Black,Kharif,929,23,81,7,346,7,188,Soybean
Nandurbar,Sandy,Kharif,1006,26,64,6,206,37,213,Sugarcane
Chandrapur,Sandy,Zaid,1235,37,55,7,314,37,302,Soybean
Dhule,Red,Rabi,1293,30,81,8,251,30,206,Soybean
Bhandara,Laterite,Rabi,488,32,75,6,269,29,133,Tur
Jalna,Laterite,Rabi,632,25,65,6,249,24,162,Wheat
Bhandara,Red,Kharif,1252,21,69,7,313,19,233,Maize
Nagpur,Alluvial,Kharif,1697,30,42,8,351,24,229,Cotton
Chandrapur,Black,Rabi,1031,27,49,7,314,26,191,Wheat
Satara,Laterite,Kharif,977,26,54,7,221,18,206,Rice
Jalgaon,Alluvial,Kharif,728,31,71,7,317,7,218,Wheat
Nashik,Red,Rabi,738,34,81,7,309,31,295,Wheat
Amravati,Laterite,Rabi,921,27,59,7,213,31,224,Sugarcane
Akola,Black,Rabi,1144,23,81,7,234,21,281,Cotton
Bhandara,Laterite,Kharif,898,35,60,6,233,18,289,Rice
Sangli,Black,Rabi,885,27,57,8,347,26,142,Maize
Mumbai City,Alluvial,Kharif,943,22,73,6,217,16,321,Wheat
Satara,Sandy,Rabi,1233,23,63,7,325,28,283,Rice
Amravati,Black,Zaid,1119,31,58,7,210,18,200,Rice
Wardha,Red,Zaid,737,29,78,7,288,24,197,Soybean
Thane,Black,Kharif,566,30,67,7,293,27,230,Tur
Hingoli,Red,Kharif,1061,25,62,7,299,29,152,Cotton
Mumbai City,Sandy,Zaid,435,26,74,7,308,30,256,Soybean
Nagpur,Laterite,Rabi,985,32,34,7,359,23,210,Tur
Dhule,Laterite,Kharif,757,28,47,7,289,6,136,Wheat
Gadchiroli,Laterite,Kharif,797,31,58,7,269,22,293,Maize
Latur,Alluvial,Kharif,429,32,38,7,191,24,218,Wheat
Kolhapur,Black,Kharif,953,25,60,7,221,19,233,Wheat
Sindhudurg,Sandy,Rabi,995,36,54,7,208,21,154,Sugarcane
Akola,Alluvial,Kharif,724,32,69,6,221,7,195,Cotton
Dhule,Black,Kharif,1020,26,90,8,211,22,213,Sugarcane
Amravati,Sandy,Kharif,1239,32,68,7,311,26,213,Sugarcane
Sindhudurg,Red,Zaid,1228,28,85,7,227,18,228,Cotton
Gadchiroli,Laterite,Zaid,1273,28,59,7,190,31,159,Sugarcane
Sangli,Sandy,Rabi,957,28,36,8,225,6,151,Cotton
Gondia,Alluvial,Rabi,779,32,38,6,217,19,258,Tur
Nandurbar,Alluvial,Zaid,1123,25,73,7,295,20,208,Soybean
Latur,Black,Rabi,972,36,18,7,274,29,107,Maize
Hingoli,Laterite,Zaid,461,25,48,7,282,7,292,Soybean
Yavatmal,Sandy,Kharif,394,32,36,8,260,41,216,Wheat
Nanded,Alluvial,Kharif,486,23,64,7,309,23,183,Sugarcane
Pune,Alluvial,Kharif,1171,32,52,7,269,30,225,Wheat
Jalgaon,Black,Zaid,1126,31,51,6,326,28,164,Maize
Nanded,Red,Rabi,755,27,66,7,291,23,193,Tur
Amravati,Sandy,Zaid,700,22,66,7,336,36,207,Sugarcane
Nandurbar,Sandy,Kharif,1194,31,76,7,276,22,175,Maize
Kolhapur,Alluvial,Rabi,1050,28,70,7,255,4,222,Cotton
Buldhana,Red,Kharif,1124,29,64,6,321,7,239,Wheat
Hingoli,Sandy,Zaid,805,28,63,7,315,35,189,Sugarcane
Parbhani,Alluvial,Rabi,603,27,69,6,278,16,281,Soybean
Buldhana,Alluvial,Rabi,1425,22,56,7,235,25,250,Rice
Thane,Laterite,Zaid,1162,26,84,7,274,21,158,Maize
Aurangabad,Sandy,Rabi,1092,27,51,8,274,36,117,Cotton
Kolhapur,Alluvial,Zaid,1269,25,66,6,336,23,305,Sugarcane
Nanded,Alluvial,Kharif,1107,25,60,7,256,40,231,Wheat
Gondia,Black,Rabi,1293,28,37,7,267,32,254,Cotton
Parbhani,Black,Zaid,1089,29,82,7,263,21,219,Tur
Beed,Black,Zaid,978,25,57,7,368,9,166,Cotton
Palghar,Red,Rabi,730,22,43,7,293,27,229,Cotton
Beed,Red,Zaid,1560,14,62,7,340,22,158,Soybean
Satara,Black,Rabi,1570,17,63,6,295,33,237,Soybean
Gondia,Laterite,Rabi,559,32,71,7,269,33,278,Cotton
Latur,Alluvial,Kharif,956,26,77,7,264,22,233,Rice
Sindhudurg,Black,Kharif,570,21,80,7,252,23,117,Maize
Chandrapur,Sandy,Rabi,1272,24,66,7,271,33,183,Maize
Washim,Red,Zaid,1585,23,95,7,291,25,226,Cotton
Sangli,Laterite,Kharif,961,35,43,8,257,28,159,Cotton
Nagpur,Alluvial,Kharif,954,18,73,6,153,32,246,Cotton
Nagpur,Laterite,Kharif,1100,33,43,7,279,20,195,Soybean
Akola,Black,Rabi,565,28,82,8,248,28,208,Sugarcane
Jalna,Sandy,Kharif,1075,31,64,7,252,20,199,Cotton
Jalna,Red,Kharif,518,23,58,6,296,11,273,Cotton
Latur,Black,Rabi,660,24,66,7,242,25,299,Cotton
Akola,Sandy,Kharif,1197,25,54,7,199,28,240,Maize
Aurangabad,Laterite,Kharif,841,29,74,7,354,15,272,Cotton
Yavatmal,Black,Zaid,1298,31,65,7,340,10,152,Sugarcane
Hingoli,Red,Kharif,934,30,62,7,251,35,154,Cotton
Jalgaon,Sandy,Rabi,1056,29,77,6,318,10,194,Sugarcane
Jalna,Black,Kharif,992,20,64,7,257,21,259,Wheat
Nashik,Black,Zaid,739,27,58,7,220,23,268,Rice
Ahmednagar,Sandy,Rabi,883,20,72,7,204,25,211,Sugarcane
Akola,Laterite,Zaid,1115,30,48,6,215,26,222,Maize
Gadchiroli,Sandy,Zaid,901,28,62,8,282,25,302,Cotton
Washim,Alluvial,Kharif,964,31,65,8,198,22,262,Soybean
Nandurbar,Black,Rabi,646,28,63,7,160,14,132,Rice
Aurangabad,Alluvial,Rabi,637,33,64,7,219,33,213,Sugarcane
Beed,Alluvial,Kharif,976,28,67,8,285,26,250,Cotton
Hingoli,Sandy,Zaid,1442,24,63,6,312,27,283,Tur
Amravati,Red,Kharif,1016,29,54,6,282,35,181,Wheat
Satara,Alluvial,Zaid,388,21,59,7,299,26,151,Sugarcane
Kolhapur,Red,Kharif,1047,26,63,7,316,25,202,Rice
Bhandara,Alluvial,Zaid,1442,29,61,8,259,16,223,Wheat
Mumbai Suburban,Red,Zaid,1250,33,72,7,299,29,198,Tur
Nashik,Sandy,Rabi,982,28,71,7,287,15,198,Cotton
Ahmednagar,Red,Kharif,243,36,94,9,225,16,246,Tur
Sindhudurg,Sandy,Zaid,1677,23,57,7,234,-4,217,Maize
Latur,Alluvial,Zaid,972,28,58,6,342,19,130,Tur
Nanded,Laterite,Zaid,1076,28,71,7,311,37,246,Soybean
Bhandara,Red,Rabi,1758,30,48,7,312,31,215,Soybean
Bhandara,Red,Rabi,884,29,59,7,320,33,259,Wheat
Thane,Red,Rabi,1482,16,54,6,325,15,213,Rice
Chandrapur,Laterite,Zaid,910,27,74,7,312,20,214,Rice
Chandrapur,Sandy,Kharif,764,26,77,7,307,17,221,Rice
Nandurbar,Red,Kharif,1044,24,79,7,192,21,231,Rice
Nagpur,Alluvial,Kharif,1146,20,70,6,278,29,200,Soybean
Mumbai Suburban,Laterite,Zaid,850,33,55,7,287,28,304,Maize
Dhule,Alluvial,Rabi,885,27,77,7,291,12,251,Soybean
Jalgaon,Sandy,Rabi,643,31,71,6,198,26,223,Soybean
Latur,Black,Zaid,815,28,45,7,250,21,168,Rice
Thane,Red,Rabi,1739,27,46,7,225,11,205,Tur
Hingoli,Alluvial,Zaid,942,25,57,8,289,16,263,Tur
Osmanabad,Red,Kharif,1077,24,69,7,207,10,197,Soybean
Mumbai City,Red,Zaid,1215,28,70,7,255,29,257,Tur
Washim,Red,Rabi,478,23,51,6,296,34,233,Soybean
Mumbai City,Laterite,Rabi,920,34,73,7,223,37,195,Soybean
Kolhapur,Sandy,Zaid,779,31,46,7,227,27,314,Maize
Hingoli,Sandy,Rabi,1230,24,51,7,301,6,216,Maize
Pune,Black,Rabi,810,34,43,7,315,32,144,Wheat
Mumbai City,Red,Rabi,738,16,78,7,285,34,223,Wheat
Bhandara,Laterite,Kharif,1166,27,64,8,292,26,249,Sugarcane
Jalgaon,Sandy,Kharif,1319,27,51,7,284,36,227,Cotton
Gondia,Black,Zaid,526,19,53,7,315,25,173,Cotton
Gondia,Black,Rabi,859,36,64,7,227,23,237,Rice
Thane,Sandy,Kharif,979,31,78,7,202,24,197,Soybean
Mumbai City,Alluvial,Kharif,1308,33,72,7,307,7,197,Maize
Parbhani,Black,Zaid,1111,32,71,7,313,24,133,Tur
Jalgaon,Black,Rabi,271,27,83,7,407,34,260,Cotton
Nandurbar,Alluvial,Kharif,1478,26,40,7,267,12,219,Tur
Jalgaon,Alluvial,Kharif,664,32,69,6,292,38,235,Tur
Beed,Red,Rabi,1345,28,55,7,261,17,244,Sugarcane
Nanded,Black,Rabi,247,26,64,7,279,24,271,Tur
Amravati,Alluvial,Rabi,949,20,53,7,301,35,217,Soybean
Kolhapur,Red,Rabi,943,24,61,6,342,30,221,Soybean
Hingoli,Laterite,Kharif,549,30,60,7,278,26,162,Maize
Kolhapur,Black,Zaid,1699,35,57,8,316,19,165,Soybean
Bhandara,Black,Zaid,1175,23,64,7,323,24,177,Sugarcane
Latur,Sandy,Kharif,630,33,47,7,291,37,238,Maize
Amravati,Laterite,Zaid,1024,25,78,7,249,34,245,Soybean
Jalna,Alluvial,Kharif,1444,29,46,7,262,34,279,Sugarcane
Bhandara,Laterite,Kharif,863,26,54,8,310,31,193,Soybean
Solapur,Red,Rabi,1055,29,80,7,206,23,215,Cotton
Beed,Red,Kharif,599,31,70,7,349,23,114,Soybean
Dhule,Sandy,Zaid,550,26,90,8,244,27,215,Tur
Mumbai City,Laterite,Zaid,550,29,61,6,184,29,217,Rice
Pune,Red,Kharif,647,22,69,6,357,30,252,Soybean
Palghar,Black,Zaid,957,24,66,8,212,30,199,Cotton
Amravati,Alluvial,Zaid,1231,24,58,7,148,20,213,Sugarcane
Palghar,Black,Rabi,898,27,64,7,290,41,217,Wheat
Parbhani,Sandy,Zaid,928,32,80,7,230,15,148,Wheat
Solapur,Laterite,Zaid,677,28,77,8,247,30,262,Cotton
Jalna,Red,Rabi,316,26,74,8,237,22,237,Tur
Satara,Alluvial,Kharif,873,26,52,8,273,23,209,Cotton
Chandrapur,Sandy,Zaid,1101,24,78,6,192,5,159,Rice
Dhule,Black,Zaid,787,27,46,8,291,18,255,Tur
Satara,Sandy,Kharif,981,29,37,7,211,42,243,Maize
Bhandara,Black,Rabi,722,34,53,6,304,18,211,Maize
Wardha,Red,Zaid,931,26,77,7,245,32,236,Wheat
Amravati,Laterite,Rabi,481,22,52,7,323,24,201,Maize
Mumbai City,Laterite,Zaid,991,31,43,7,161,21,158,Soybean
Mumbai Suburban,Sandy,Zaid,658,23,58,6,277,28,236,Cotton
Nagpur,Sandy,Kharif,1166,31,73,7,232,43,103,Sugarcane
Washim,Red,Kharif,510,36,62,7,270,33,251,Soybean
Beed,Red,Rabi,639,29,56,7,308,24,174,Tur
Akola,Red,Kharif,469,24,61,7,298,27,156,Rice
Gadchiroli,Sandy,Rabi,422,29,98,7,312,31,303,Wheat
Palghar,Alluvial,Zaid,1043,28,90,8,348,11,207,Cotton
Ratnagiri,Red,Zaid,1048,20,73,7,338,21,186,Tur
Ahmednagar,Sandy,Zaid,663,34,68,7,284,18,219,Rice
Satara,Black,Kharif,474,19,72,7,281,18,137,Soybean
Mumbai Suburban,Red,Kharif,848,22,60,7,277,35,303,Tur
Thane,Laterite,Kharif,909,36,48,8,301,19,225,Cotton
Osmanabad,Laterite,Kharif,323,24,61,6,236,31,171,Soybean
Aurangabad,Red,Kharif,1034,21,63,7,299,31,193,Maize
Yavatmal,Laterite,Zaid,903,26,65,8,278,29,248,Tur
Buldhana,Red,Zaid,830,30,86,7,285,20,231,Wheat
Ahmednagar,Sandy,Rabi,1011,23,49,7,278,22,289,Soybean
Mumbai City,Alluvial,Kharif,776,31,53,7,281,14,212,Maize
Pune,Sandy,Zaid,648,27,40,7,225,34,213,Maize
Hingoli,Red,Rabi,960,29,37,6,210,26,145,Maize
Nagpur,Sandy,Kharif,1046,25,55,7,253,17,194,Cotton
Osmanabad,Alluvial,Zaid,1053,31,85,6,361,20,265,Rice
Ratnagiri,Laterite,Kharif,937,19,82,7,232,26,253,Sugarcane
Hingoli,Laterite,Zaid,992,29,81,6,289,21,212,Soybean
Latur,Sandy,Rabi,1268,30,73,6,267,28,212,Wheat
Thane,Sandy,Rabi,1222,27,41,7,295,46,252,Tur
Buldhana,Red,Zaid,1032,35,95,6,290,16,215,Wheat
Raigad,Red,Rabi,1254,19,78,8,280,17,262,Soybean
Mumbai City,Laterite,Zaid,532,23,76,7,294,23,181,Rice
Satara,Alluvial,Kharif,955,26,68,7,244,26,262,Soybean
Parbhani,Black,Kharif,520,33,52,7,280,46,179,Cotton
Satara,Black,Rabi,869,24,77,8,247,13,273,Rice
Nanded,Laterite,Rabi,504,28,65,7,266,25,297,Cotton
Solapur,Red,Rabi,1166,27,66,6,302,6,295,Tur
Washim,Sandy,Kharif,1270,34,58,8,215,21,192,Tur
Yavatmal,Black,Kharif,895,29,42,8,227,34,187,Rice
Ahmednagar,Laterite,Kharif,1647,21,95,6,253,24,181,Sugarcane
Chandrapur,Red,Zaid,1121,26,55,8,293,9,286,Rice
Satara,Black,Kharif,973,33,56,7,325,14,282,Sugarcane
Mumbai City,Alluvial,Kharif,751,25,50,7,292,19,218,Sugarcane
Pune,Laterite,Zaid,957,26,61,7,203,10,227,Wheat
Yavatmal,Sandy,Rabi,1061,32,51,8,277,26,168,Sugarcane
Osmanabad,Red,Zaid,998,26,50,6,230,14,170,Cotton
Ahmednagar,Black,Rabi,923,31,69,7,292,36,186,Sugarcane
Latur,Sandy,Rabi,495,25,58,6,263,25,284,Tur
Hingoli,Black,Zaid,1053,27,55,7,231,22,179,Sugarcane
Sangli,Sandy,Zaid,1026,21,75,7,236,31,275,Maize
Sindhudurg,Alluvial,Kharif,1056,30,76,6,259,45,195,Cotton
Parbhani,Red,Rabi,784,25,49,7,378,12,336,Sugarcane
Parbhani,Laterite,Zaid,1093,23,66,8,192,14,262,Wheat
Washim,Sandy,Kharif,1081,37,63,7,312,30,260,Tur
Pune,Black,Kharif,1460,27,72,7,246,27,236,Sugarcane
Gondia,Alluvial,Zaid,1331,23,66,7,184,26,267,Soybean
Pune,Alluvial,Rabi,1159,32,73,7,215,18,234,Maize
Yavatmal,Alluvial,Kharif,1053,29,76,7,232,28,176,Maize
Amravati,Laterite,Rabi,837,22,75,7,289,30,260,Rice
Parbhani,Black,Rabi,749,29,60,6,208,10,224,Tur
Dhule,Black,Rabi,929,27,42,6,274,30,229,Wheat
Sindhudurg,Sandy,Zaid,796,33,41,7,356,11,154,Sugarcane
Pune,Laterite,Kharif,771,37,76,8,316,-2,221,Cotton
Amravati,Alluvial,Zaid,849,25,55,6,292,12,197,Tur
Jalgaon,Red,Zaid,478,34,71,7,254,21,187,Maize
Nanded,Laterite,Zaid,1169,26,33,7,212,14,245,Cotton
Akola,Red,Rabi,804,22,70,8,247,19,316,Tur
Ahmednagar,Laterite,Kharif,1097,30,43,6,204,37,246,Sugarcane
Palghar,Red,Zaid,1101,30,59,7,233,10,252,Tur
Nandurbar,Alluvial,Rabi,544,25,93,6,265,21,196,Sugarcane
Aurangabad,Sandy,Kharif,648,34,72,6,251,9,231,Cotton
Amravati,Red,Rabi,1060,20,56,7,259,12,214,Maize
Wardha,Red,Rabi,1073,29,67,7,203,21,172,Rice
Palghar,Sandy,Kharif,663,34,77,6,313,16,260,Maize
Nashik,Black,Kharif,1279,28,62,7,382,36,230,Soybean
Hingoli,Laterite,Kharif,951,28,66,8,272,17,249,Cotton
Hingoli,Laterite,Zaid,1469,27,54,7,291,24,258,Tur
Mumbai City,Sandy,Kharif,1049,32,61,7,170,29,160,Cotton
Palghar,Sandy,Rabi,808,32,69,7,319,38,206,Cotton
Raigad,Red,Rabi,461,28,57,8,286,40,247,Sugarcane
Gondia,Red,Zaid,1600,33,44,7,220,31,207,Tur
Hingoli,Red,Kharif,889,28,57,7,357,17,226,Tur
Palghar,Laterite,Rabi,1078,22,72,6,318,22,259,Sugarcane
Nashik,Red,Rabi,990,25,57,7,255,35,201,Cotton
Dhule,Sandy,Rabi,645,25,56,7,257,28,183,Tur
Latur,Laterite,Kharif,557,27,83,8,270,24,193,Soybean
Bhandara,Sandy,Kharif,800,32,71,7,295,21,125,Sugarcane
Sindhudurg,Red,Rabi,741,28,77,7,331,21,214,Maize
